time,energy,time_delay_qg,grb_name,redshift,trigger_time,t90,fluence,peak_flux
318384000.182497,0.21427245677318876,7.070991073515231e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384014.2782585,0.10965562766805442,3.6186357130457968e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384002.0009543,0.14456855153816903,4.770762200759579e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.00885,0.166129827130208,5.482284295296866e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.49652445,0.13938386187909899,4.599667442010268e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384002.3948796,17.434155009250173,5.753271153052558e-20,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.47108823,0.10077558809195315,3.325594407034455e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.65435666,0.2001675268546051,6.60552838620197e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.624376,0.7320637050077049,2.415810226525427e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.64104784,0.13805725410437003,4.555889385444212e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.0344413,0.12932237919319703,4.267638513375503e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.166499,0.27130705479437817,8.953132808214483e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384003.2761868,0.2072577479497905,6.839505682343088e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.8619818,0.10721524392226062,3.5381030494346014e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.2672073,1.165568695390687,3.846376694789268e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384002.18275553,0.17164521302636127,5.6642920298699235e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384014.53698176,0.4454820976708814,1.470090922313909e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.56491333,0.9475758250460014,3.127000222651805e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.30580693,0.2040805420017104,6.734657886056446e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384007.5418822,0.10516899653257249,3.470576885574893e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384012.32891434,0.27591238507791366,9.105108707571153e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.9817272,0.21244098513997725,7.010552509619251e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.2538645,0.29999128331202624,9.899712349296868e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384004.66584086,1.1007463074846975,3.6324628146995025e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.77738565,0.17255575490043082,5.694339911714219e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.7430767,0.1730624225409445,5.71105994385117e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384003.4413436,0.12703598806707486,4.1921876062134715e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384005.3290237,0.2114889069139687,6.9791339281609695e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384004.13490766,0.5319615371394307,1.755473072560122e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384002.02123815,0.1338116163569267,4.415783339778583e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384005.60620564,0.3068322348156671,1.012546374891702e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384008.20562994,0.18325517456964657,6.047420760798338e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384003.39536476,9.156368028959715,3.0216014495567065e-20,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.558757,0.4828104124040527,1.5932743609333745e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.34053427,0.1422750716723563,4.695077365187759e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384002.6364025,0.12168842285600655,4.0157179542482175e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384004.91261196,0.10187870286335193,3.361997194490615e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384003.1912601,0.12531772563422125,4.135484945929302e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.5970914,0.14107169743832224,4.655366015464635e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384003.46769726,0.18893922658069928,6.234994477163078e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384003.73564416,0.11280095334074446,3.722431460244568e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.078054,0.130861174293166,4.318418751674478e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.46031505,20.430412217797468,6.742036031873166e-20,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384003.66340595,0.8959134201245974,2.9565142864111725e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384002.1433313,0.17942215389243832,5.920931078450466e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.23969984,0.11655798721900512,3.84641357822717e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.7823949,0.10636730604663572,3.5101210995389797e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.23669106,1.3436500397303268,4.43404513111008e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.1429833,0.11063689501137144,3.6510175353752586e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.85770327,7.620042303254424,2.5146139600739607e-20,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.7639569,0.23911564625449017,7.890816326398177e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.5894541,1.4727737790304798,4.860153470800584e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384002.68553036,0.101226598157,3.3404777391810004e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.5242751,0.1317987770539594,4.349359642780661e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.8830201,0.13811632562642,4.557838745671862e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384010.1066317,0.2374146387553187,7.834683078925519e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384003.594304,1.1424099314155667,3.769952773671371e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.1111199,0.13592683001872025,4.485585390617769e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384003.5512119,1.7293718218865786,5.706927012225711e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.81241685,1.1183016761671978,3.690395531351754e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.59773195,0.17436877543164156,5.754169589244173e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384002.94571173,0.29419308694456253,9.708371869170565e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384003.4327629,0.30998999803568283,1.0229669935177537e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384004.66234267,0.1779615509931463,5.87273118277383e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.10751086,0.20133800278330583,6.644154091849094e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384002.4779815,0.47449861828334783,1.5658454403350482e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.17913574,0.2509852932118322,8.282514675990466e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384002.45667726,0.12727405269000938,4.200043738770311e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.21251863,0.303839956340316,1.0026718559230433e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384005.15295243,0.20707271040197198,6.833399443265077e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384004.1801177,0.1613856327797853,5.325725881732917e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384004.0396925,0.11502424783762799,3.795800178641725e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.59297657,0.41111347256103575,1.3566744594514184e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384011.20427144,0.4830859224579765,1.5941835441113229e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.2608287,5.689026405162694,1.8773787137036897e-20,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.478483,0.1518148709339382,5.009890740819962e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384002.7387077,0.11783212368182815,3.8884600815003296e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384003.2633156,0.22906605339067587,7.559179761892306e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.08801216,0.16564225718808484,5.466194487206801e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.35949534,0.5548168650783433,1.8308956547585333e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.2170269,0.22361221818442406,7.379203200085996e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.0118326,0.1306783837338103,4.312386663215741e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384002.45128095,0.13720123059656603,4.52764060968668e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384008.5313468,0.14442054795445378,4.765878082496975e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384002.86547536,0.1083177754310903,3.5744865892259806e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.3461056,0.17615542435547293,5.813129003730608e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.7786643,0.10007891488093941,3.3026041910710015e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.17629147,0.7389169079941698,2.4384257963807608e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384003.9784146,0.23409262318403656,7.7250565650732085e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384012.5437539,0.10036222778591015,3.311953516935036e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.4534896,0.1049518297321316,3.463410381160344e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.3370034,0.12481677808378436,4.118953676764885e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384011.7316491,0.4107599516512568,1.3555078404491476e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384003.3528601,0.10743201063123563,3.5452563508307764e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.4842096,0.40540281838422604,1.3378293006679464e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.3534758,0.1187516127194926,3.9188032197432567e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384003.541396,0.1066349555830221,3.5189535342397304e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384003.31867516,0.20060921533052564,6.620104105907348e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384004.566661,0.12490128540370571,4.121742418322289e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384004.90586394,0.12757800253188176,4.210074083552099e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.28617156,0.3817326035653683,1.2597175917657156e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384002.4315201,0.3377509934695354,1.1145782784494673e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.8542597,0.2707595859602532,8.935066336688357e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.64883196,0.6196399693151299,2.044811898739929e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.02148396,0.18689493322814552,6.167532796528804e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.3054383,0.15785182519102806,5.209110231303927e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.4771726,0.16097732380054197,5.312251685417887e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.79740626,0.6793351418332563,2.2418059680497464e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.06558377,0.1043222350279614,3.442633755922727e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384003.11618817,0.12997759706734788,4.289260703222481e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.7463219,0.2753333788729535,9.086001502807468e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384003.7101156,0.1975186659622698,6.518115976754905e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384002.4087417,0.11653846199923655,3.845769245974807e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.4698444,0.11752929504875648,3.8784667366089643e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384010.10940063,0.8595216489321624,2.8364214414761365e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384004.73832196,0.17992808382316372,5.937626766164404e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384003.377518,0.46935937534544214,1.5488859386399595e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.5192989,0.24198109786166655,7.985376229434997e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.8463709,0.17305605008712277,5.710849652875053e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.4615443,3.1351586272157537,1.034602346981199e-20,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.2295853,0.12441038100272028,4.1055425730897703e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384002.8315421,0.2401901893905342,7.92627624988763e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.36174816,0.10483046519606239,3.4594053514700598e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.04467785,0.21711356760797834,7.164747731063287e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.0739895,0.14563801079113295,4.806054356107389e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384002.91741055,0.11448381106982473,3.7779657653042173e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384002.61158574,0.5990099459820497,1.9767328217407647e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384008.5531419,0.623487355548741,2.057508273310846e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.26300776,0.2613889757979291,8.625836201331662e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.62513,0.1426660369857685,4.707979220530361e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384006.4321277,0.1374560692179579,4.536050284192612e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.47948295,0.10698754928819708,3.5305891265105043e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.95056474,4.775128746445883,1.575792486327142e-20,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384004.37723947,0.14073408455023392,4.644224790157721e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384007.3356973,0.1988824435279678,6.563120636422939e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.2708,0.2534893444943018,8.365148368311962e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.96456534,0.14696636140090874,4.8498899262299905e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384008.9713835,2.1191702290424357,6.99326175584004e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.6632579,0.29227820531937365,9.645180775539334e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.7696295,0.1304010815878778,4.303235692399969e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.6893073,0.16928659471204838,5.586457625497598e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.71772766,0.33535113531150296,1.10665874652796e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.2923914,0.21166221203773833,6.984852997245367e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384002.8633243,0.142076455266291,4.688523023787604e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.8938877,0.1356881226233553,4.4777080465707265e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384002.87062114,0.19759576888703864,6.520660373272277e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384002.3667304,0.32084515207327274,1.0587890018418003e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384003.70756507,0.24920212746710033,8.223670206414314e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.8862888,0.24221053428845193,7.992947631518916e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384004.0648066,0.2534392267205036,8.363494481776622e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384002.30465287,0.7716051759499879,2.5462970806349606e-21,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384003.7989124,0.2187462830716819,7.218627341365504e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384014.599273,0.22069168607220147,7.282825640382651e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.3823335,0.16883057985322938,5.571409135156571e-22,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
