time,energy,grb_name,redshift,trigger_time,t90,fluence,peak_flux
239932812.52683106,2.0916254575204554,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932804.63304713,0.13433212182598583,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932805.8675457,0.10052603997811126,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932800.00039485,0.4232320228448959,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932802.1060608,0.1470339730779156,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932809.3260979,0.11446319279943346,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932800.78611052,0.7903601565953772,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932800.14207006,0.1676530988482499,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932801.53027925,0.2606428585035307,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932801.2187539,0.24113704358703988,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932800.86074597,0.11073189215846424,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932811.85831305,0.37423980872674084,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932802.35765395,0.2901683227973669,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932800.99668872,0.3293092125571275,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932801.3637173,6.9325011835182995,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932801.02246606,0.1516538597441207,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932800.01073796,0.22127007892073192,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932801.68488988,0.14308546460531654,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932803.046912,2.7897048849929273,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932800.8627052,0.44903958282883594,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932800.15478745,1.7257000573489591,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932800.43339244,0.24405652181912996,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932804.97704056,0.7282576306965726,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932806.47759458,0.12589648502193307,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932802.35460904,0.11760541960992732,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932803.4582435,0.2726156924655405,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932805.59877935,0.15925811172933224,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932807.4689523,0.6611721668584558,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932810.1244318,0.6426452195216088,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932805.3898949,0.11950877500054327,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932800.11150107,0.33709188450360034,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932804.45530283,0.728073713617448,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932804.56897607,0.2609848682233042,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932806.23615596,0.14708044386241856,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932808.88011461,0.7279117625933087,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932800.66767806,0.1209962475796125,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932815.2347054,0.1935389783043021,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932801.05100378,3.4385415305529685,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932801.34371135,1.7353164300063963,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932814.5765097,20.536721402311613,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932800.08791465,0.23960748780656235,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932801.65443322,0.27637326054883943,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932800.85244375,0.16673345517735239,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932803.41118762,0.13812243869978263,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932800.64217559,0.3680638729038548,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932800.9564696,1.2881078425027677,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932800.47800702,0.24230735942566883,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932809.35262847,0.24535668609763298,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932806.65546677,0.2890020840300963,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932801.18601635,0.18354060232892921,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932803.90500754,0.12774188448175627,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932803.2523961,0.2154239390127688,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932801.80030856,0.13320063373374613,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932802.4047401,0.3906616859910659,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932802.16503674,0.11754022062271281,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932814.39295107,1.0539940531289635,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932805.91927496,0.4233614964991663,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932815.62409434,0.8798852346278871,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932803.7646225,0.17737501250627305,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932804.12868828,0.11830618685490142,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932802.11523303,0.2857307141942236,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932801.37446916,1.8411270990312751,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932801.50888184,0.18663286897070558,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932804.3430237,0.21674815534984615,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932804.50600046,0.320752512337192,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932811.61978906,0.38985623154457094,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932801.3583954,0.14583896448628075,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932803.0901325,0.39469855642522034,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932803.4745481,0.13374228425444995,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932806.55961648,0.1373732829360243,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932800.75772497,0.9254014403462745,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932800.5437042,0.13318320390193897,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932800.85904542,0.18165684422499803,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932800.71138272,0.10975837799900381,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932801.15600222,1.2111792861671988,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932800.26266742,0.1658161983989166,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932822.17172638,0.7058686513558444,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932809.4569217,0.23812866455033707,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932811.45590085,0.3518749657458896,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932803.84490842,0.15949600280355192,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932809.5096719,0.41383049233055735,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932807.5099745,0.23737979201360104,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932802.783435,0.10775106996684886,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932808.44279528,0.5138289838765268,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932801.12403354,0.2908379367790343,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
239932803.86377114,0.15362318212630457,GRB080319B,0.937,239932800.0,50.0,0.0011,2.2e-05
