time,energy,grb_name,redshift,trigger_time,t90,fluence,peak_flux
312105600.57863927,0.47186003522319286,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.3170779,4.4219279397971825,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.79782724,0.657032233396613,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.18632275,0.2966229053138189,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.3262007,0.11580768473814068,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.26002234,0.21579501560938558,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.09751457,0.195093087111168,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.189278,0.19433173931763092,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.287493,0.6368383526909591,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.02060866,1.0315927868770602,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.73907924,0.14833450088878064,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.0810497,0.16862514146950103,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.20031047,0.13831171371737694,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.0591212,0.1718605555650664,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.4080587,0.1787677716734725,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.6064908,0.11505357713288428,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.67665887,0.24258908471479193,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.86784655,10.551104133187321,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.39733505,0.13640564324779098,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.3295299,0.14596370628127556,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.0981722,0.8261019035268437,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.7122067,0.10266999617425328,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.5096643,0.1061937443326667,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.742148,1.5390284976967228,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.4956798,0.24134919778132874,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.17253816,0.2904600542274425,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.07657206,12.606238406559921,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.228722,0.10079239212564446,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.742433,0.15480608753537228,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.02957076,0.2516800700753966,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.76848483,0.4227192452941717,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.33766514,0.3192098641142516,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.49874264,0.12267199587097855,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105601.519133,0.2710126892097617,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.31263924,0.1996296969549605,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.6915027,0.4417712315335499,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.2560353,0.7649267586099361,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.2935249,0.10055877331299773,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.1462104,0.15023900393225847,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.05464417,0.10117405570910842,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.1713343,0.7791215938113067,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.2080246,1.6191995735637428,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.1738652,0.1258841314090958,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.6082289,0.4348563170166784,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.3649759,0.160013719782238,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.2874821,0.1471871439418164,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.51436573,0.12314161939382809,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.1193143,0.152277526784369,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105601.03203875,14.340089231532705,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.42450523,0.16473738782390265,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.23831415,0.1918146983597634,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.10715425,0.4415298146590182,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.23363656,0.17417620353826818,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.68999046,0.1444423208923403,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.14629614,0.814599607182455,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.3082808,0.517386326470881,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.0419197,0.16743993942156277,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.7286319,0.21960690738422392,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.2902569,0.11821006707976663,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.1908941,0.270248969343521,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.35825765,0.9251407594590921,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.17013186,0.3606914635866536,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.488774,0.10781270756043537,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.1087253,0.11172538071368893,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.30890083,0.5597475257856763,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105601.03063595,0.2157652863005128,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.8251402,0.27289776143455147,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.3229035,0.9479746543623748,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.2858211,1.2531268089174077,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.2339031,0.12568604335729658,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.06162775,0.11464834617206743,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.0468792,0.1848430700943199,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.0091214,0.24895589119815537,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.2464222,2.2270921404973496,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.2618961,0.7157245811518367,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.91265035,0.9278868371833795,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.1052193,0.599633628771505,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.392852,0.16474128736403718,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.9556832,0.2061829000381722,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.061074,0.2234421147058838,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.04119265,0.5986704944640746,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105601.0568515,0.11209075357747596,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.484125,4.21349665609934,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105601.15499777,0.4158191980286627,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.13747823,0.10936202874072483,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.5577643,0.15946611625820217,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.01278114,1.435653894516041,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.14175624,0.15648828146436622,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.1473369,0.41463944339850206,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.1490649,0.16689126383523392,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105601.82764965,0.11608603098260345,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.2916076,0.11623585238013241,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.19982386,8.008360815364545,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.19701946,0.18233062066384542,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.08911943,2.297923823316818,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.7202702,0.13117607004197093,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.02371824,0.16160691868524193,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.2084798,0.1014319621218079,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.3049095,0.14531731577865986,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.6825742,0.20457064605470815,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.12883717,0.12073197366422228,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.55260843,0.12246332642224247,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.7033154,0.10603016886814486,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.4001325,0.5019539810398557,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.1342169,0.10304373740150603,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.2512895,0.12831156298127472,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.32336175,0.17584259232890495,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.5878653,1.4907327331014033,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.0548536,0.19744454170579118,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.00157285,0.6386824245735468,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.18449205,0.22094888816096148,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105601.50428426,1.2171918176417105,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.02294046,0.45264741717752194,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.12005186,0.17170386833460463,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.12949795,0.4654439608596551,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.0272495,0.12583592147369463,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.03040797,0.17761335780849397,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.2347173,0.10418436325104702,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105601.2944528,0.10986114322459967,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.0229534,0.10008494765187524,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.2725065,0.14768039157559978,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.0576532,0.2890297347184056,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.57973963,0.1673134214104408,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.3754214,0.7409527099713737,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.0141359,0.14635163967680895,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.48607826,0.10501811571687601,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.1143725,0.24799361768902095,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.0095685,0.1490299422931581,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.083018,0.1047209489853322,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.1805441,1.4634426435556946,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105601.70084983,0.15517932566475912,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.525656,0.119546567465252,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.9078443,0.2739120151534866,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.8124342,1.3033956580154347,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.0872057,0.4802126908481837,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.3220432,0.4587530906505509,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
312105600.0938558,0.1729474667782613,GRB160131A,0.972,312105600.0,4.0,1.1e-05,2.8e-05
