Source_Index,N_Photons,Energy_Mean,Energy_Std,Energy_Range,Time_Mean,Time_Std,Time_Range,Pearson_r,Pearson_p,Spearman_r,Spearman_p,Has_QG_Effect,Significance_Sigma,E_QG_Estimate,Energy_Time_Ratio
13,3125,150.62277131963305,86.18377972768604,299.442343557178,1007.889444455206,586.0804989910964,1998.9169850887322,-0.013408254592158336,0.45368965014234547,-0.01271675183889939,0.4773120824225354,True,0.749304325653473,11233.585272741095,0.1498022908359477
14,600,149.8536417427078,86.31494108309836,299.2865760854619,1005.6371575896455,562.2519251352778,1981.3007280822924,0.023011428233310167,0.5737334161032288,0.025975294375817706,0.5254006922701266,True,0.5627223524469211,6512.139977725821,0.1510556029397629
15,3357,149.99538850728877,87.15825888625464,299.5298125587206,991.0624293461539,581.6919871112983,1998.8645130229702,0.01197883977117837,0.48779768108700683,0.012292209877349193,0.47648479523461906,True,0.6938426915333614,12521.695871430258,0.14984998263125326
16,411,147.5603238604776,87.04961111516192,297.5940668588921,967.4849436123744,578.3830758446925,1982.1346938995964,-0.055068686264555036,0.2653392068316792,-0.0544508608575562,0.27074660743342305,True,1.1136952566226244,2679.5686236563597,0.15013816557209533
17,1123,148.75520334793555,86.78551939390447,299.5343315698008,980.7424504698365,568.101991542121,1990.7261156672205,0.009965752678734794,0.7386809547778508,0.010447637082087444,0.7265395268584725,True,0.33366673471385877,14926.640078611787,0.15046486265108727
18,4050,148.9148864309266,86.4199914949232,299.7219806941714,999.9106226210599,579.3079042491946,1999.3835627277012,-0.0016803994890202483,0.9148627334360503,-0.0014763097311506549,0.9251704617940371,True,0.10691356044977467,88618.74060539673,0.14990719453813522
19,4925,149.74883188890422,86.78207466989767,299.8452678339163,997.6887104671772,573.623346676598,1999.0614748275023,0.0190435765974266,0.18147456636599507,0.019040828621660334,0.1815375897941165,True,1.336175286693094,7863.482530332044,0.14999302002945644
20,4451,148.4268613446588,87.01447849314324,299.71989622432704,998.7497822539946,585.3390462446102,1999.57854477108,0.012665579426649441,0.39822753866535676,0.01242824871111531,0.40712711605662444,True,0.8448045915740481,11718.915996243823,0.1498915343976349
21,2908,152.0501504500983,86.93056339610024,299.79227864670185,999.6694424344848,575.7086049890128,1998.3751767228982,-0.027974607281509963,0.13150290067806247,-0.027897437157463924,0.13257116251367762,True,1.5080363272560737,5435.291688637825,0.1500180157053022
22,1469,149.9587096118398,86.08219959212822,299.4685088372653,981.0303171363965,562.270727944383,1995.6191031201806,-0.037075610214373445,0.15552168752756487,-0.035534653464222146,0.17344220852032424,False,1.4200491119503156,inf,0.15006295959436436
23,1149,150.56996920332034,86.43841484324018,299.26804030624993,962.0311746080839,578.6048178634314,1997.0428900268869,-0.019025518579789673,0.5194052196295897,-0.017575096423004186,0.5517506536666257,True,0.6443446280855615,7914.105918945464,0.14985558988280956
24,4101,149.26971913531153,87.14429645417522,299.8356456503593,1015.653733723758,571.0903923062369,1998.3707280046763,-0.00714846858196211,0.6472057585175761,-0.0072048569809292475,0.6446138489394584,False,0.4576695008112952,inf,0.15004005085169447
25,150,143.50157861207455,88.07360953966449,294.6639322284631,946.4380549671346,586.3946161128617,1959.6900385722859,0.01669703617551927,0.8392917283572513,0.007692786346059825,0.9255617857930994,True,0.203128212030965,8594.434192007835,0.15036251980090576
26,2104,151.37900807458274,87.43453239641275,299.50334872904983,986.3882974656764,575.0332753918512,1996.896635576565,-0.038157028727949106,0.08014655685057949,-0.038459403317757546,0.07778029158759968,False,1.7494071808782288,inf,0.1499844024939098
27,4640,148.996496691146,86.2831164293117,299.8467775981444,996.6577779628465,585.4416137511043,1999.673173671649,0.008049230392526583,0.5835854988909259,0.00806226793586147,0.5829760376139377,True,0.5481756377035866,18510.651257974154,0.14994789225860763
28,3210,151.2029846445456,87.31550635015758,299.7157369278888,989.9979276364425,575.3700094129084,1999.759491588917,0.014712311326017299,0.4046903091265949,0.014990673618986866,0.39585823625624494,True,0.8332936765679501,10277.310022467902,0.14987589167022705
29,1650,151.02952622404794,86.56092811340109,299.3500958070525,1021.409556132802,582.705143010714,1997.822450085457,0.014338275904838362,0.560558561980219,0.014227309675278618,0.5635968015513994,True,0.5820704295543162,10533.311482246201,0.14983818797023118
30,196,143.34666334508918,89.10430177219368,298.66202231819403,999.0734124119365,566.4161834045397,1986.5644856931,0.09527619538066856,0.18405962732138625,0.09725792698961663,0.17506136622282056,False,1.3270438428348077,inf,0.1503409652538879
31,1807,150.2577020734011,85.98015663637695,299.4316246376181,1010.0604577654061,578.428032317275,1995.9938984368919,0.011780899045311937,0.6167491177692814,0.011928200700500416,0.6123506461262798,True,0.5005149309262175,12754.349349355836,0.15001630259095972
32,785,157.07150634965492,85.02602640154839,299.83266497605996,993.3747994665918,583.1736275857895,1994.7269652821858,0.021662072612482722,0.5444956990439717,0.0252057238512656,0.4806877078263607,True,0.6061510869964807,7250.99159067276,0.1503126343577773
33,3356,151.96650432964566,87.64720103072452,299.755778517399,998.0370933886363,574.6015076912172,1999.4009032113158,-0.011704479137372466,0.49788410076410994,-0.011724686177297359,0.497142282773986,True,0.6778500321723723,12983.619565300925,0.14992279839223316
34,4602,150.35631537292196,86.49827755610129,299.85777735899177,998.7830866267043,578.9125150917059,1998.6434443628032,0.021244506552675867,0.1495968757649967,0.02123383812107069,0.14980147040964606,True,1.4408725376891476,7077.42093232962,0.15003065114227557
35,3751,152.09960126897013,87.22572635941214,299.84088603725513,1002.902539712214,577.8603875405637,1999.4636529912566,-0.0073474408950519095,0.6528163634035639,-0.007305274215433098,0.6546791531371365,False,0.44987703209971525,inf,0.14996065849393378
36,3471,151.90943408309334,86.27148058246405,299.4604314589014,1003.2480113030779,576.2853036011027,1999.4171369252415,0.002905948612751714,0.86411115254676,0.0032974694729830923,0.8460180258144273,True,0.17115519282890332,52275.33391901468,0.1497738645570578
37,4659,148.53435391006562,85.28750941253415,299.8164045140444,997.8352178147458,571.1192024858575,1998.5943237526567,0.01744800575704661,0.23376458903764308,0.017282458240479227,0.23823176758206718,False,1.1906905719412024,inf,0.15001363756057043
38,3196,148.67719179325707,85.25343241169746,299.5756762255942,1016.0619265117421,580.4888560365205,1998.9563301203232,-0.007015084071116461,0.6917843548215454,-0.007507538134848848,0.671372615718983,True,0.39646087581539885,21193.92872359331,0.14986604345056492
39,1451,148.37918440876712,87.05072641766894,299.3162996024959,995.2267903188339,571.3291371113613,1993.2238848759457,0.036155171232864075,0.1686713174203661,0.037174782812101355,0.1569716384934472,False,1.376273081029277,inf,0.150166923983617
40,3681,148.9891273398664,86.79029729397459,299.6969930919711,995.9000119279766,579.4571494475373,1999.3864217265166,-0.008070947175574762,0.6244763751842327,-0.008328406219776046,0.6134661830202381,False,0.4895413698512804,inf,0.14989448254488782
41,2605,150.51969647633047,86.27035519466064,299.5549453849292,999.9500462941464,573.5983097772607,1998.595309966071,0.034093248958759675,0.0819006852960667,0.034242170211535125,0.0805737697380864,True,1.7394240635164295,4414.94140550829,0.14988274208950014
42,586,146.74471006104744,85.72557050958328,295.4541361334277,994.7905229536078,575.9102441431205,1988.3619402367888,-0.07098480763090202,0.08600522233424696,-0.07122480618768214,0.0849469745249403,False,1.715425388061912,inf,0.14859172777077137
43,1364,149.1297863389024,87.89158914328236,299.37579445290004,976.7550790342087,586.1368740070311,1997.9637415166828,-0.03525385554802176,0.1931834222372023,-0.03486795551264346,0.19810580527584237,True,1.3010535572462298,4230.169552256836,0.1498404541744284
44,4510,147.8338746319769,86.35823886134538,299.75844323129564,1003.2042044676192,579.4201871663244,1997.9044315684014,0.0015453977640432956,0.9173638972984807,0.001776481028927145,0.9050619798121238,True,0.10376054237998161,95660.72765964945,0.15003642741608933
45,3618,149.64240338257727,85.89935313844856,299.79007918077593,998.6678531451938,569.0618299140239,1999.7048273640999,-0.007085986492578668,0.670050405299511,-0.00677414018906019,0.6837677322240561,True,0.42610294030432894,21118.076295982435,0.149917165312814
46,3292,148.3113289545796,86.34061532505517,299.83339871338364,999.9459803569239,578.8632660679624,1999.6030171005123,0.0206716181529932,0.23572892310742932,0.020406431618633678,0.24179350590570334,True,1.1856934563106056,7174.635669878823,0.14994646244740698
47,1708,147.24932051665715,85.96036635841507,299.5694845271862,1012.4774662048109,567.9184576843579,1998.9258733767583,-0.03665541323870169,0.1299515017585938,-0.037911994088719876,0.11729215115403843,True,1.5140061292505316,4017.1234616225165,0.14986522937998073
48,264,156.14923319917708,85.17689755078723,296.5804874891558,1083.6679580824734,584.5316889103112,1996.5481333404891,-0.07315622924159451,0.23617738396161875,-0.07224595477698281,0.24207465867613856,False,1.184137017297562,inf,0.1485466253162339
49,576,149.54680425577635,84.28979921538524,299.3382601427256,987.9922206979227,583.2895679423085,1996.1667894687062,-0.032796952169449126,0.4320852625380086,-0.03358858915429634,0.4210493709779012,False,0.7857591240967849,inf,0.14995653756087013
50,1291,151.84221637571403,87.49487409657377,299.51019714401536,1013.6031450977238,578.9585141332345,1997.7558713556232,-0.01002799609056505,0.7188689514991563,-0.009510376589334305,0.7328106130563246,True,0.36003159515324207,15141.83043196202,0.14992332218289306
51,2990,149.29895335584393,86.60345067371297,299.84788222593477,1014.7297940417159,577.6201201002333,1999.237888682521,0.003572359449043447,0.8451903910806067,0.0033729412574225195,0.8537319552132415,False,0.1952744608880331,inf,0.14998109225687578
52,1619,152.53774383370228,85.85413740942028,299.22584184586833,976.4137305410592,575.187421190914,1993.8191509419091,0.047200269014399256,0.057593514358289404,0.048690883679213696,0.050134575253122655,True,1.89801431600665,3231.7134418697487,0.1500767217049298
53,4020,149.86257848409565,87.67642884204167,299.8695670345257,1005.7973605671787,574.491408027237,1999.6394562698872,-0.013001156491371346,0.4098844975366272,-0.01323695409386195,0.4014442973949971,True,0.8241133548939402,11526.86521261066,0.14996181741377526
54,3278,151.90382146243473,86.26157704021486,299.74151921444394,997.1683978258122,585.6052945637599,1998.4175777415103,-0.02914872609192768,0.09519787605758814,-0.029058826767673407,0.09622327659179909,True,1.6683667494272867,5211.336542920218,0.1499894329158141
55,435,147.15921448626293,84.8931058910336,298.81876700954643,1017.8203362683273,560.7132776701363,1996.421291200254,0.05291995104975736,0.2707534537938133,0.05617833707760333,0.24230522209245756,False,1.1011928477219937,inf,0.14967720907739657
56,3658,151.14291691449353,86.63117105958725,299.7675063606897,997.795648486951,571.3360277926852,1999.261071250797,-0.011870307747587018,0.4729344069051303,-0.012519470649268827,0.4490702235625941,True,0.7177365653343737,12732.85580529432,0.14993915035475897
57,2517,149.82902665990173,84.96162897615984,299.7632085038522,1012.1651827823144,584.8232006746709,1998.161141516974,0.01713192245129337,0.39026343801947405,0.016413851926200596,0.4104371302833846,True,0.8591620677706748,8745.605000598774,0.15001953660067496
58,1479,147.1186318712239,86.16865797810364,299.62722972705933,1001.3981600929092,582.8767465706864,1997.5416594844098,-0.0348535892179784,0.18035427947774585,-0.03519636243027592,0.1761041034089227,True,1.3394846958408042,4221.046818195018,0.14999798792902114
59,2900,149.92643913105076,85.39722081591398,299.6961608115717,1015.9646016208035,575.445485819927,1999.8647348874674,0.03199478317550798,0.08494821837044146,0.03183225356978701,0.08654441174070401,True,1.7223775730070434,4685.9651559014,0.14985821569999114
60,3808,148.63262198271764,86.27044064960884,299.7606544950085,1011.668927815108,575.4108899888455,1999.4965222543656,-0.02661418131670634,0.10057217747493168,-0.0267938193886585,0.09829553753036899,True,1.6419030260905576,5584.715164220268,0.14991806745281977
61,332,151.32365998500077,85.9549859906012,295.8856502052676,984.9475904367524,551.340268099528,1989.5592529658388,0.03717330894493583,0.49967026952006177,0.03701062107497517,0.5015502972872908,True,0.6752866919406626,4070.761099291802,0.14871919484890458
62,3447,146.06314837685846,84.32961623505963,299.76170741136036,990.7120195418992,574.940482995105,1999.107572264934,0.017451064119507143,0.30570372304502047,0.01780960742206063,0.29587217632987006,False,1.0242748928004388,inf,0.14994776247670283
63,2251,150.32727523162495,86.2361040128436,299.39064396463755,1006.3751771706051,572.5414151154066,1998.5721733090975,0.00915106074701853,0.6643339725998796,0.009140922040043253,0.6646831550855962,True,0.43397645313698396,16427.306012650224,0.1498022678204947
64,4409,152.2448272424575,86.95369373464328,299.77684482491804,1007.5857428520748,572.2006798209025,1999.0710694813733,-0.017972146754146545,0.23282475342542852,-0.01762534050827265,0.24196597674802603,False,1.1930852634258882,inf,0.14995807272759457
65,3820,149.30395419592253,86.1839881042298,299.75748697391475,995.6721143589708,578.3418410094098,1998.7627178412893,0.0040384655730110125,0.8029575419070364,0.0038388793841138726,0.8125097256958814,False,0.24953665377258857,inf,0.14997152203121933
66,4908,150.0507524318336,86.79179607833969,299.74034389281286,999.6119796800695,581.7171199683665,1999.566506729373,-0.0016912934633820454,0.9057055225838146,-0.0016078522521985968,0.9103374743268062,True,0.1184630042669101,88719.52483738695,0.14990266284420245
67,3339,150.90375818475417,85.71773209277289,299.8965162255008,1003.1405459824671,584.582342305693,1998.7705787607263,0.017154230908990143,0.3217133036628695,0.016901039546942335,0.328908343029371,True,0.990944553579798,8796.882762355084,0.15004048959508
68,772,148.83568046763813,86.92682040067294,299.5688487847852,1026.538354849512,583.9713070481519,1999.54020729572,0.02504608586635592,0.487127955145979,0.02581315586608823,0.4738846442303689,True,0.695000677167406,5942.472658674669,0.14981886720344442
69,3375,151.76798892913462,86.5957951817395,299.85408271758655,1004.2196863645057,571.1571102178225,1999.8136170560972,0.0064615078608142,0.7074786016365215,0.006709672485409442,0.696790390197727,True,0.375268444951986,23488.01428371406,0.1499410145826481
70,2278,150.87210543349647,87.20427041592481,299.562846211381,992.2272650537243,578.1161678788013,1999.4777859944888,0.005379974470874055,0.797457863076328,0.004821177397134808,0.8181056685785304,True,0.2566648187798943,28043.275344573354,0.14982054229844124
71,4438,149.2272717263016,86.33136771864417,299.838041953197,991.8226277739441,581.0905227005005,1998.676574114196,-0.00214959154079234,0.8861622448421044,-0.0022616410017501968,0.8802719612549974,False,0.14316989719352038,inf,0.15001829002077727
72,728,153.25481050301119,86.67762862554828,299.0799482075804,987.6436577425327,578.6684200691661,1990.7324297462235,-0.012770679062562991,0.7308510403567183,-0.013382494354525534,0.7184918703278234,False,0.34409812109336335,inf,0.1502361360766634
73,1670,150.10972467177177,86.34556073645685,299.6320063509168,964.683610253008,581.177164780636,1999.0250954187807,-0.011141407460850503,0.6491280283281852,-0.011721188461268451,0.6321865164794868,False,0.45502795697418824,inf,0.14988906694447784
74,4728,151.90216552390916,86.99946723208596,299.68442094463245,999.2701094160096,571.9281918254388,1998.569095643214,-0.0032182974495443134,0.8249105070212485,-0.003665394098242183,0.8010655151912781,True,0.221244783502146,47199.541964468626,0.14994949216313325
75,2021,153.0669711699239,87.6892638452778,299.55771280622315,1025.448722604371,573.0436972333309,1995.352910033755,0.012631546354831623,0.570354677942268,0.012162085684413319,0.5847669611789974,True,0.5675768581712005,12117.833151233704,0.15012768483203084
76,3564,152.69434630070438,86.2209596321044,299.5724531331034,1001.7315111430349,588.1017519613544,1997.196468676323,0.0073431891614843476,0.661215948632939,0.007224480187719717,0.6663590488488004,True,0.43825983753077047,20794.0096520459,0.1499964864907108
77,4600,150.85693547212205,87.00030022010569,299.74208312667713,989.032663702977,574.5495595483221,1999.053435106155,-0.016875500243536498,0.25248990167342455,-0.017033928930262936,0.24806295538592335,False,1.1443032700919904,inf,0.14994200648306336
78,2260,146.82375639732442,87.56102740343755,299.7185560488524,1015.6716518161635,573.751942477885,1998.8294908598916,0.020360878727427385,0.33328918936862384,0.02055384847737725,0.32872691048097,True,0.9675167356716292,7211.071700925343,0.14994703521205013
79,4779,150.87718486971238,85.47541854509825,299.8173401475335,997.7226582197475,577.7490998448477,1998.8160521604689,-0.009968417777334055,0.49085053167673814,-0.009978291922027437,0.4904211403001395,True,0.6889756158254329,15135.519822691746,0.14999746466087696
80,1863,148.71988363744438,87.4062743004165,299.6795002614587,1016.3006089993703,577.8149510846877,1993.197984367042,-0.004515531696409568,0.8455716432648474,-0.005185665404859593,0.8230082723770169,True,0.19479691814523425,32935.18762268814,0.15035109538133748
81,991,145.7641165059735,86.52611192581266,299.1115985214625,969.6126867647454,580.3763439040355,1995.0231426262883,-0.05027448803031679,0.11372918461259617,-0.0515122786407087,0.10509405386249354,False,1.5810507205958482,inf,0.14992888660314288
82,3878,148.4195994341868,85.85050224834832,299.5631194711389,999.6399154218674,576.9887336123594,1998.6693533006664,0.020891582993324952,0.1933555441456771,0.021127930785347873,0.18836382949952088,False,1.3006583479576916,inf,0.14988127925033262
83,4878,149.44189308128514,85.33984875341093,299.81544818908884,1001.8327083628067,580.9883795797188,1998.8758066670796,-0.004546387420243164,0.7509005450116439,-0.004314386666799729,0.763221954617833,True,0.31746678202834583,32870.4703905969,0.1499920341169171
84,4379,149.59334806578252,86.22643206263967,299.7245384315055,991.991257414226,577.5599770258646,1999.7836762162392,-0.006987942171682814,0.6438706427314385,-0.006904743208657333,0.6478223055980279,False,0.46231456474327715,inf,0.1498784803557402
85,4629,151.44071773142358,86.22235390006749,299.8474315214344,990.8800730575884,576.1793099431989,1998.9820899936196,0.01403842070818934,0.3396193246215524,0.013498765048329841,0.35851104764418507,True,0.9549222289904095,10787.589350636881,0.15000005904124505
86,3065,152.76110310212218,85.50514462669418,299.85533788139526,1001.139215800427,580.2509521687219,1999.818831223975,0.0024232393048520253,0.8933219819351813,0.0029444449274272336,0.8705613287548207,False,0.1341126682146012,inf,0.1499412512771824
87,1791,148.0826929148081,85.30558245753038,299.1923865368355,994.7404107181837,579.4635614231737,1998.3072349257118,-0.04091162259916784,0.08346884172810201,-0.041558730570917905,0.0786954846028264,True,1.7304213894752543,3619.5751599893806,0.14972291613004052
88,1682,147.93422715250634,86.88283208448807,299.50518518251954,997.4338976827577,580.2390597901186,1999.329652965335,-0.016593092406547875,0.4964664577114598,-0.01743551244490714,0.4748616045364148,False,0.6801144037796566,inf,0.14980280252348782
89,4565,150.78103433125457,86.66034544848895,299.7601566469465,989.8598589926277,578.4548225365318,1999.411710150497,-0.008557586914984183,0.5632345817777225,-0.008461571274894173,0.5676215247012376,True,0.5780648377506292,17619.57381551564,0.14992417775945874
90,2455,151.6751270251,86.36523597775205,299.58195075094534,993.2839175015694,584.1962081304051,1999.5710542590416,0.028442255049225065,0.15888754078060993,0.027903686358758284,0.16693006119671297,False,1.4086814660225777,inf,0.1498231083675884
91,3047,150.43666053454646,87.48053658126035,299.24956884374285,983.8914218998174,572.1211557637703,1997.4704418667243,0.02648610265532713,0.14382897967956637,0.02628976743980777,0.14682415766391213,True,1.461543367515882,5679.8337789531015,0.14981426636985973
92,4513,148.67944890247557,86.66558483888033,299.87575604345284,1009.0902431293796,575.2792733486979,1999.3660846720347,-0.009273068145570973,0.5334192296502468,-0.009462219914211452,0.5251027970517597,True,0.622816149009457,16033.468811882747,0.14998541704914578
93,1951,153.46346107694077,87.42473818181674,299.86133609928584,1025.0787701213235,575.7625371221673,1998.7499864700023,-0.003058181365856978,0.8926166183774056,-0.0036503396906426883,0.8719885190643262,True,0.13501100101976685,50181.28185276432,0.15002443433601806
94,523,158.22368314822646,85.76108508983897,299.40707598181996,977.1476600034306,554.6490720599594,1991.758085399548,0.020054338903409893,0.6472576498731747,0.022613880980050603,0.6058615361516069,False,0.45774879695343706,inf,0.150323012707519
95,2262,149.952284737842,85.41489775028441,299.5781165226673,996.4380008026251,570.4293901897931,1997.999382814746,0.03160396597440889,0.1329307315688667,0.03206496501316212,0.12736527898404237,False,1.5024353908252444,inf,0.149939043574992
96,4690,149.9014777079543,86.78632253774191,299.7703513799563,1004.1437744606854,581.0496373627764,1999.5845618226751,-0.023170746044813496,0.11260201360599037,-0.023477259843653318,0.10792288573037156,False,1.586477140716799,inf,0.14991631617054874
97,364,155.98349755189287,84.92148057655943,296.71653582280027,973.3418305380815,572.7840498823698,1983.3642942609827,0.06608999988787635,0.20840780440213308,0.0635068542914122,0.22678329130493483,True,1.2574480056189112,2360.1679197537223,0.14960264066534446
98,2147,150.10823594237897,87.25742659883333,299.8480591888784,994.7455929541863,575.2756723391873,1995.609635697486,-0.032177790798348406,0.13609304570748695,-0.03298726133229655,0.1265089200833839,True,1.490286859406799,4664.964008345893,0.15025386419527806
99,1484,146.66999290484432,85.88217428193087,299.7989142698894,999.5490741729678,584.5091961565486,1998.1855394381369,0.013588982383316543,0.6009272047138042,0.012814889731898855,0.6218227511912753,True,0.5231316998245064,10793.302159616744,0.15003557395084985
100,3725,150.5297099199896,86.96232466209936,299.79768004679266,1003.8050161784544,573.4521086176452,1998.7070651314102,-0.02455381806529939,0.1340525600515041,-0.024512279536270797,0.13471226231796232,False,1.4981853695175946,inf,0.14999580742817942
101,2669,147.21528973129796,86.44168417586496,299.8242258621657,987.6452979010764,568.4019200421097,1999.652254310855,-0.020557181268591237,0.2883958364272772,-0.020692507358960024,0.285233038772709,True,1.0616346219202815,7161.258530916602,0.14993818310949014
102,2607,146.2236483371084,86.52789584808912,299.8399457737875,999.912117891646,577.2218386679515,1995.876044801468,-0.050831562412142456,0.009436233685819364,-0.05042457945988017,0.01002338979815875,True,2.594402311816941,2876.631002437553,0.15022974325222332
103,192,152.2093610742025,87.19118388967262,299.6133616944505,959.3869373189553,557.88009118142,1984.719210035369,-0.0887307708916489,0.22099878471706888,-0.0984845915959092,0.1741346704343634,True,1.2230692717810363,1715.406724687073,0.1509600754502251
104,2843,149.85157804221168,85.85284301112588,299.8514205725989,1016.8238323938276,573.560454772078,1999.14232781009,0.004509808912893867,0.8100530922211383,0.004335739309762075,0.8172525513414994,True,0.24037746866116838,33227.921833622546,0.1499900314256582
105,4177,149.4370966370693,87.45337415153976,299.81569570052704,1010.8702468435501,574.7797289941019,1998.9972910130684,-0.02829984179174605,0.0674251487178711,-0.02859132787078992,0.06464951769381432,True,1.8285727671337144,5280.492298746851,0.14998304252257588
106,2022,152.22061829893644,85.05035173544415,299.7602941084263,1022.0854865258221,571.9462803245862,1999.095036058974,0.015688704256837563,0.4807631358682036,0.016953032932659907,0.4461169913677038,True,0.7051195581900961,9702.561524964343,0.14994799581883572
107,1394,153.87991059229836,86.77841919508077,299.4995684558673,987.4663161304338,597.4582528868928,1999.231075063842,-0.0018402230058239184,0.9452717539253821,-0.002695175148686283,0.9199173703842625,False,0.06865783007013662,inf,0.14980737954280912
108,824,149.3426801171387,86.45225033527575,299.5946550956652,968.5178231377416,572.2545644793914,1998.882387688048,0.019055078271916066,0.5849264797397723,0.018800462004227532,0.5899536755051782,True,0.5463194290284328,7837.4214991939625,0.14988108201912922
109,410,151.9223522569306,86.31650613855763,297.73638838933846,945.27326569126,582.5626992012038,1986.1760453942115,-0.022476498712055662,0.649985561195604,-0.01759477102561078,0.7224347068583087,True,0.4540030194789901,6759.164503475107,0.14990432951790256
110,2556,150.75780448539558,86.3664733375652,299.62402787110244,1010.625266845056,577.7338522082911,1996.6268449352597,-0.009394072536668706,0.634991315658347,-0.009459601624655528,0.6326324987664775,True,0.4747493247988769,16048.183990162886,0.15006511037910927
111,777,151.63077752442626,85.4239389093711,299.43738342212805,1006.5358698122482,581.3636139096434,1991.0115964155423,0.010093287458382184,0.7787857503296267,0.009048770537387929,0.8011716800723161,True,0.28098523107289763,15022.932632172413,0.15039459537112246
112,3687,151.4288707576319,84.83577209569695,299.8049973753937,1008.882981991114,573.6791360662044,1995.9453507832413,-0.009115034064055639,0.5800615515608609,-0.00931098055286699,0.5719448509530147,True,0.5533208585161749,16613.088847882507,0.15020701706975362
113,3462,150.60507435617794,86.95165735606481,299.7661262994705,1000.2646303104267,580.8402839614199,1999.241031678099,-0.010573626022849655,0.5339867216077375,-0.010893843534018973,0.521673547159065,True,0.6219593417241586,14243.46520585461,0.14993996299078374
114,4696,149.07035524785056,87.03762549020811,299.6376236216279,997.1389536075786,575.7194288742509,1999.5800619138522,-0.0189786697453061,0.19348818530251016,-0.01856308586082183,0.20342630467444506,True,1.3002812832171193,7854.626127561937,0.1498502757298133
115,1024,147.94057398537095,86.59195598947709,299.00012258468314,1034.7450865017413,586.0762010485333,1996.3291539271354,-0.009270850596179839,0.7669924025315972,-0.008194066948000858,0.7934029510390341,False,0.29637736339635523,inf,0.14977496170733998
116,3829,152.0020748800244,87.28768854857498,299.8187401080579,1013.557138456013,584.0574552252095,1999.837981310373,0.025473519111070656,0.11502240154125416,0.025557787300838814,0.11382545165727335,True,1.5758619778322174,5967.062274248755,0.1499215150977405
